id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT
bK19R03L,3843842,"       (2019 RL3)","2019 RL3",,,Y,N,21.6,,,,,,,,,,,,,,,,,.37473,,"JPL 6",2459000.5,59000,20200531.0000000,J2000,.5417464237255162,1.342445280880648,.6151803509163608,10.04347034110574,320.7663298441282,151.3691411261503,109.0367844222624,2.069710210844935,.6336642197022118,2458828.426556317944,20191210.9265563,568.1242348971207,1.5554393837019,.144104,56.08095368,3.07038,4.717,1.1702E-5,2.1269E-5,6.0185E-6,.00033722,.00057203,.00056268,.0022925,3.2792E-5,1.5059E-5,.0004747,.013502,APO,"Otto Matic",68,2019-08-11,2019-10-18,55,,,5,.51347,,,,,
bK19R03R,3843848,"       (2019 RR3)","2019 RR3",,,Y,N,21.1,,,,,,,,,,,,,,,,,.46685,,"JPL 2",2459000.5,59000,20200531.0000000,J2000,.5041471183693431,2.177734740943686,1.079836046724119,37.84814692133445,354.9081760396554,281.2322455116919,110.3140870587891,3.275633435163253,.3066878739140652,2458640.805025265852,20190606.3050253,1173.83186822989,3.21377650439395,.367149,142.88337633,3.03971,3.272,.00015335,.00080349,6.6126E-5,.0092501,.0017733,.0078317,.062561,.0012086,.00016973,.0051639,.64964,AMO,"Otto Matic",30,2019-09-06,2019-10-06,24,,,6,.2773,,,,,
bK19R03T,3843850,"       (2019 RT3)","2019 RT3",,,Y,N,25.2,,,,,,,,,,,,,,,,,.41154,,"JPL 25",2459000.5,59000,20200531.0000000,J2000,.4513318662421764,1.807182066621498,.9915432118538241,4.601962089544048,348.0670866856605,340.3119890184983,113.4598536240803,2.622820921389172,.4056964537666252,2458720.833139294958,20190825.3331393,887.362945023641,2.42946733750484,.00208967,0.8132368739,2.74903,3.928,7.0028E-6,2.261E-5,2.5192E-7,5.1093E-5,1.12E-5,5.016E-5,.0021298,3.2814E-5,7.6136E-6,1.6393E-5,.016653,APO,"Otto Matic",68,2019-09-11,2019-11-18,119,,,4,.36381,,,,,
bK19R03U,3843858,"       (2019 RU3)","2019 RU3",,,Y,Y,18.2,,,,,,,,,,,,,,,,,.33383,,"JPL 5",2459000.5,59000,20200531.0000000,J2000,.7762270063574673,1.628829456641713,.364488043645856,34.21644816440971,40.22075673015595,110.7281987744373,94.73383987210981,2.89317086963757,.4741225939434717,2458800.691256265242,20191113.1912563,759.2972885045039,2.07884267899933,.0499186,19.426821562,2.84779,3.778,.00019701,.0017205,6.426E-5,.00435,.0073239,.021697,.1468,.0030559,.0007512,.0069464,1.203,APO,"Otto Matic",36,2019-09-04,2019-10-10,41,,,7,.41503,,,,,
bK19R03V,3843857,"       (2019 RV3)","2019 RV3",,,Y,Y,19.7,,,,,,,,,,,,,,,,,.26321,,"JPL 9",2459000.5,59000,20200531.0000000,J2000,.6134514548660521,2.238960621478955,.8654669708448897,6.970482910644988,352.3649620460089,125.8658378522677,52.45834214870523,3.61245427211302,.2941943927056174,2458822.188164528693,20191204.6881645,1223.680698633268,3.35025516395145,.0111445,4.337105065,1.55423,3.352,.000183,.0012095,5.7945E-5,.00083363,.0053286,.013256,.040112,.0019515,.00023839,.0081412,.99155,APO,"Otto Matic",49,2019-09-06,2019-10-25,37,,,7,.42992,,,,,
bK19R03X,3843861,"       (2019 RX3)","2019 RX3",,,Y,N,22.0,,,,,,,,,,,,,,,,,.17817,,"JPL 7",2459000.5,59000,20200531.0000000,J2000,.6127483967827643,2.459508841834448,.9524487421273566,8.371496335394895,305.2234414492984,345.6827200150678,81.50395955570529,3.966568941541539,.2555238789754024,2458681.531925929900,20190717.0319259,1408.870284231459,3.85727661665013,.0372655,14.502614635,1.27101,3.191,.00026456,.0016025,3.0414E-5,.0022061,.0087801,.0051521,.078794,.0025844,.00024973,.0042956,1.3769,APO,"Otto Matic",27,2019-09-11,2019-10-08,22,,,7,.48221,,,,,
bK19R03Y,3843863,"       (2019 RY3)","2019 RY3",,,Y,N,25.6,,,,,,,,,,,,,,,,,.3926,,"JPL 2",2458733.5,58733,20190907.0000000,J2000,.2736466125763459,1.44883032282052,1.052362812782791,8.341322704059278,339.5800807297229,335.8669499577504,15.28211527874737,1.845297832858249,.5651682858858456,2458706.460062232094,20190810.9600622,636.9784168546108,1.74395185997156,.0543924,21.167890308,3.44925,4.596,.00087183,.0018809,.00010362,.019248,.0025053,.0059058,.03003,.0023956,.0011006,.004236,1.2404,AMO,"Otto Matic",13,2019-09-06,2019-09-19,23,,,8,.5734,,,,,
bK19R03Z,3843864,"       (2019 RZ3)","2019 RZ3",,,Y,N,25.1,,,,,,,,,,,,,,,,,.42647,,"JPL 1",2458734.5,58734,20190908.0000000,J2000,.5897999398499414,2.698560517375072,1.106949686545828,13.37865182961021,159.9534936951073,165.2599889571092,4.122804981030009,4.290171348204317,.2223339741998621,2458715.956702711013,20190820.4567027,1619.185737562475,4.43308894609849,.104422,40.63790974,1.13814,3.060,.015881,.11373,.0043462,.21956,.027786,.942,.4102,.18081,.014055,.84787,102.36,AMO,"Otto Matic",1,2019-09-07,2019-09-08,10,,,9,.49588,,,,,
bK19R04B,3843867,"       (2019 RB4)","2019 RB4",,,Y,N,19.9,,,,,,,,,,,,,,,,,.41991,,"JPL 3",2459000.5,59000,20200531.0000000,J2000,.7240007306750862,1.297633576817848,.3581459190532004,25.75900067585595,195.6119973894272,1.418936009157572,273.1745504542471,2.237121234582495,.6667698628611617,2459130.718017312867,20201008.2180173,539.9164240195438,1.47821060648746,.369735,143.88976995,2.71843,4.630,1.5869E-7,2.6437E-8,2.0373E-7,1.7021E-5,1.8374E-5,5.2573E-5,.00014959,4.5577E-8,2.0376E-8,.00022676,1.65E-5,APO,"Otto Matic",2539,2012-10-17,2019-09-30,35,,,1,.82754,,,,,
bK19R04N,3856707,"       (2019 RN4)","2019 RN4",,,Y,N,19.6,,,,,,,,,,,,,,,,,.31981,,"JPL 25",2459000.5,59000,20200531.0000000,J2000,.4556683927709752,2.251187378799632,1.225392444075699,24.12992960020249,68.35913601459376,289.8325705141627,76.7596317012035,3.276982313523565,.2918008858793009,2458737.445172493568,20190910.9451725,1233.717981750435,3.37773574743446,.406301,158.12016017,2.63524,3.380,9.0494E-6,4.7333E-5,5.4144E-6,.0003667,.00011001,.00047928,.0025039,6.8901E-5,9.2031E-6,.0002914,.03891,AMO,"Otto Matic",126,2019-09-10,2020-01-14,119,,,4,.47473,,,,,
bK19R04P,3888746,"       (2019 RP4)","2019 RP4",,,Y,N,22.0,,,,,,,,,,,,,,,,,.34075,,"JPL 3",2459000.5,59000,20200531.0000000,J2000,.4946777339872931,2.28376000637744,1.154034781451842,6.584693447012114,9.401524841178402,325.917775627569,83.47451243091771,3.413485231303039,.2855803878194746,2458708.202223292431,20190812.7022233,1260.590766574519,3.45130942251751,.159119,61.92434123,1.99867,3.422,2.1391E-5,.00010285,5.6944E-6,.00020477,.00042926,.00036824,.0055996,.00015373,1.9292E-5,.00055479,.085158,AMO,"Otto Matic",71,2019-09-07,2019-11-17,28,,,5,.62028,,,,,
bK19S00C,3843868,"       (2019 SC)","2019 SC",,,Y,N,27.4,,,,,,,,,,,,,,,,,.41057,,"JPL 5",2459000.5,59000,20200531.0000000,J2000,.6582865255817709,2.530813745981301,.8648131582446837,.4437868752861102,171.7610438436482,234.3885949072647,53.67339801186353,4.196814333717918,.2448013434965989,2458781.247126444552,20191024.7471264,1470.580164544733,4.02622906103965,.000678638,0.26410555046,1.21965,3.106,.00030582,.0021586,3.6343E-5,.00020387,.00028965,.00071068,.06751,.0035796,.0003132,.0047363,1.8815,APO,"Otto Matic",14,2019-09-06,2019-09-20,76,,,7,.34122,,,,,
bK19S00D,3843869,"       (2019 SD)","2019 SD",,,Y,N,25.4,,,,,,,,,,,,,,,,,.33841,,"JPL 19",2459000.5,59000,20200531.0000000,J2000,.5688490061419548,2.258678140016348,.9738313248734896,5.196097725748152,349.661267551112,335.6940300181378,81.05269551526952,3.543524955159207,.2903504816968814,2458721.345321001098,20190825.8453210,1239.88084295941,3.39460874184643,.000204776,0.07969267592,1.82757,3.383,2.4251E-5,.00012446,1.1164E-6,.00014905,4.4631E-5,9.3651E-5,.0067277,.00019526,2.3999E-5,9.8109E-5,.10248,APO,"Otto Matic",42,2019-09-17,2019-10-29,142,,,5,.46968,,,,,
bK19S00F,3843877,"       (2019 SF)","2019 SF",,,Y,N,26.1,,,,,,,,,,,,,,,,,.19043,,"JPL 1",2458744.5,58744,20190918.0000000,J2000,.5138579252168156,1.763156998728476,.8571448015303538,8.125770020773624,343.3249978893294,311.4998393935317,19.14702509117818,2.669169195926599,.420985944092256,2458699.018611939732,20190803.5186119,855.1354387288252,2.34123323402827,.0163993,6.382115581,2.59575,3.940,.0065699,.021707,.0010546,.099718,.10138,.016492,.42962,.032862,.0077745,.18313,15.792,APO,"Otto Matic",1,2019-09-18,2019-09-19,9,,,9,.4037,,,,,
bK19S00H,3843879,"       (2019 SH)","2019 SH",,,Y,Y,21.9,,,,,,,,,,,,,,,,,.42487,,"JPL 4",2458745.5,58745,20190919.0000000,J2000,.4749427937510811,1.217724188919286,.6393748606156909,45.14324336255933,179.1525722592069,272.9970290321825,315.2600939872059,1.796073517222881,.7334671613238219,2458806.497831084958,20191118.9978311,490.8195199226675,1.34379060896008,.0306185,11.915801645,3.83832,4.874,.0014364,.0037683,.00022953,.1109,.0082203,.17735,.30031,.0055581,.0034046,.12629,2.2783,APO,"Otto Matic",5,2019-09-17,2019-09-22,126,,,8,.41945,,,,,
bK19S00J,3843878,"       (2019 SJ)","2019 SJ",,,Y,N,27.6,,,,,,,,,,,,,,,,,.39065,,"JPL 7",2459000.5,59000,20200531.0000000,J2000,.1973289827331065,1.056989204337514,.8484145998857167,11.05884042060459,353.61262907433,272.5696522554832,298.2383255656172,1.265563808789311,.9069811194157513,2459068.595876653053,20200807.0958767,396.9211621868167,1.08671091632256,.00153102,0.5958270534,3.81225,5.790,8.2868E-5,5.6631E-5,4.2135E-5,.0041051,7.1851E-5,.0045078,.032135,6.7806E-5,7.2891E-5,.040903,.031899,APO,"Otto Matic",17,2019-09-18,2019-10-05,45,,,6,.5269,,,,,
bK19S00L,3843880,"       (2019 SL)","2019 SL",,,Y,N,22.1,,,,,,,,,,,,,,,,,.32824,,"JPL 7",2459000.5,59000,20200531.0000000,J2000,.1541974159412171,1.48836883342121,1.258866205340215,19.33015777949021,354.4997982234059,333.8074203384739,155.7655249960877,1.717871461502204,.5427979802466253,2458713.532231760859,20190818.0322318,663.2301760526645,1.81582525955555,.265946,103.49820482,3.65101,4.493,4.8493E-5,.0001254,3.4388E-5,.0029883,.00049938,.0050192,.018537,.00014474,6.8601E-5,.0069644,.083822,AMO,"Otto Matic",32,2019-09-17,2019-10-19,36,,,6,.60119,,,,,
bK19S00M,3843881,"       (2019 SM)","2019 SM",,,Y,N,20.8,,,,,,,,,,,,,,,,,.34659,,"JPL 41",2459000.5,59000,20200531.0000000,J2000,.5397934634725743,2.559877150390385,1.178072197316855,19.33201690152009,209.2735689426964,164.8219067646208,56.66853862722247,3.941682103463915,.240644194106186,2458765.013169172006,20191008.5131692,1495.98456483495,4.09578251837084,.19104,74.3470368,1.58186,3.147,1.4189E-5,8.6095E-5,3.3034E-6,.00028851,1.864E-5,5.4036E-5,.0028536,.00013257,1.214E-5,5.8057E-5,.07547,AMO,"Otto Matic",97,2019-09-17,2019-12-23,265,,,5,.40789,,,,,
bK19S00N,3843884,"       (2019 SN)","2019 SN",,,Y,N,25.4,,,,,,,,,,,,,,,,,.44813,,"JPL 1",2458745.5,58745,20190919.0000000,J2000,.370252739274912,1.582895174525191,.9968239001721989,7.806199764811578,340.3963111717061,46.29724087337904,346.6696336885652,2.168966448878182,.4949095579130806,2458772.434954272546,20191015.9349543,727.405632491797,1.99152808348199,.0485958,18.912027486,3.30891,4.302,.0012585,.003206,3.8165E-5,.021724,.0058528,.020609,.051564,.0043931,.0015036,.023878,2.2099,APO,"Otto Matic",2,2019-09-18,2019-09-20,20,,,8,.71654,,,,,
bK19S00O,3843882,"       (2019 SO)","2019 SO",,,Y,N,24.4,,,,,,,,,,,,,,,,,.2412,,"JPL 7",2459000.5,59000,20200531.0000000,J2000,.3449033638979933,1.675031199652233,1.097307304258087,1.483054430821435,4.595925889327452,349.2449855921591,114.5359230335351,2.252755095046379,.4546421771672375,2458748.574576478628,20190922.0745765,791.8315063575285,2.16791651295696,.0924929,35.995461893,3.18916,4.171,.00045016,.0013103,.00010433,.0014092,.0040289,.0019074,.13381,.0017622,.00053346,.0013702,.92911,AMO,"Otto Matic",33,2019-09-18,2019-10-21,26,,,7,.4991,,,,,
bK19S00P,3843883,"       (2019 SP)","2019 SP",,,Y,N,24.5,,,,,,,,,,,,,,,,,.34577,,"JPL 12",2459000.5,59000,20200531.0000000,J2000,.5857014649966777,1.800065876510319,.7457646555476962,4.733643695179085,197.8171332240939,240.4377382231973,80.60856852070636,2.854367097472941,.4081045860655703,2458802.980610919293,20191115.4806109,882.1268182028189,2.41513160356692,.0162294,6.315995598,2.45175,3.841,6.7958E-7,2.8688E-6,4.3933E-7,1.4635E-5,4.9676E-5,8.7828E-5,.00017927,4.5491E-6,9.7561E-7,3.5188E-5,.0021088,APO,"Otto Matic",11,2019-09-18,2019-09-29,67,1,1,3,.29908,,,,,
bK19S00Q,3843885,"       (2019 SQ)","2019 SQ",,,Y,N,25.9,,,,,,,,,,,,,,,,,.4186,,"JPL 4",2458745.5,58745,20190919.0000000,J2000,.3531481764614934,1.31453933667686,.8503121670425255,4.988872184500052,350.5696328682274,285.7508532164614,41.74972403916544,1.778766506311194,.6539487199234021,2458681.657495584584,20190717.1574956,550.5018803954036,1.50719200655826,.0115192,4.482927064,3.36093,4.895,.0017831,.0027582,.00056095,.021448,.0012611,.0078705,.17457,.0037323,.0020582,.066018,1.7326,APO,"Otto Matic",7,2019-09-18,2019-09-25,21,,,8,.47553,,,,,
bK19S00T,3843886,"       (2019 ST)","2019 ST",,,Y,N,24.5,,,,,,,,,,,,,,,,,.32654,,"JPL 3",2459000.5,59000,20200531.0000000,J2000,.3948889685571224,1.662050521519929,1.005725105387097,20.9165463368346,177.6765203913565,194.7578986912906,110.5865935875832,2.318375937652761,.459978722231652,2458760.083241044158,20191003.5832410,782.6448976887648,2.14276494918211,.0115579,4.497987943,3.15096,4.101,.00035326,.00098117,6.6245E-6,.010306,.00030598,.0049145,.095288,.0013686,.00040731,.0057636,.69303,APO,"Otto Matic",2,2019-09-19,2019-09-21,101,,,7,.36832,,,,,
bK19S00U,3843887,"       (2019 SU)","2019 SU",,,Y,N,22.8,,,,,,,,,,,,,,,,,.30475,,"JPL 9",2459000.5,59000,20200531.0000000,J2000,.3027155846909764,1.393141440521628,.9714158147968945,9.125749067047497,186.3694081819988,200.9547239357595,138.0675273633488,1.814867066246362,.5993924350824407,2458770.154204353849,20191013.6542044,600.6081807663879,1.64437558046923,.0131504,5.117741168,3.63692,4.709,4.4248E-6,8.4784E-6,2.5702E-7,.00010127,7.2081E-5,8.2883E-5,.0012051,1.1045E-5,5.4717E-6,9.5251E-5,.0054828,APO,"Otto Matic",166,2019-08-09,2020-01-22,46,,,4,.55986,,,,,
bK19S00V,3843896,"       (2019 SV)","2019 SV",,,Y,N,24.0,,,,,,,,,,,,,,,,,.36282,,"JPL 3",2458746.5,58746,20190920.0000000,J2000,.36563749136336,1.069262440475885,.6783000041312183,12.47447927053442,348.1238045793495,120.380953089032,291.2934084793113,1.460224876820551,.8914102142912262,2458823.576289254009,20191206.0762893,403.8544703980551,1.10569327966613,.0609585,23.723219445,3.67938,5.690,.0012292,.00098817,.00069213,.050067,.009338,.032896,.17977,.0013495,.0012357,.094988,.55984,APO,"Otto Matic",1,2019-09-19,2019-09-20,51,,,8,.38068,,,,,
bK19S00W,3843897,"       (2019 SW)","2019 SW",,,Y,N,24.5,,,,,,,,,,,,,,,,,.38061,,"JPL 7",2459000.5,59000,20200531.0000000,J2000,.5006825535219701,1.883644135247383,.9405363796850402,2.893497584506818,317.6518266426986,353.4496483775499,110.8815224423927,2.826751890809727,.3812464314444685,2458709.660497523127,20190814.1604975,944.2711335973167,2.58527346638554,.0248108,9.655619036,2.4779,3.803,.00061324,.0021903,6.1467E-5,.0023023,.0098553,.006523,.19555,.003287,.00066498,.0056386,1.647,APO,"Otto Matic",20,2019-09-19,2019-10-09,75,,,7,.39469,,,,,
bK19S00X,3843898,"       (2019 SX)","2019 SX",,,Y,N,29.6,,,,,,,,,,,,,,,,,.41591,,"JPL 2",2459000.5,59000,20200531.0000000,J2000,.4832948973806473,1.16826886594115,.603650484263117,1.120629116496886,178.5225900971316,282.451413441486,150.3111611969635,1.732887247619184,.7805304841144388,2458807.924355286391,20191120.4243553,461.224778950745,1.26276462409513,.000145766,0.05672775422,3.44078,5.283,.00041226,.00045028,.00025356,.0011418,.0004457,.007068,.068857,.0006679,.00045126,.02319,.26665,APO,"Otto Matic",,2019-09-20,2019-09-20,14,,,7,.33025,,,,,
bK19S00Z,3843901,"       (2019 SZ)","2019 SZ",,,Y,N,20.8,,,,,,,,,,,,,,,,,.39149,,"JPL 14",2459000.5,59000,20200531.0000000,J2000,.547703569652638,2.569674044800457,1.162254397619514,21.21292257744735,10.14288993761328,310.7117773546288,70.52751161759846,3.9770936919814,.2392693209326921,2458705.737966394203,20190810.2379664,1504.580690063772,4.11931742659486,.252537,98.27982429,1.78358,3.121,.00015271,.00093336,2.9846E-5,.0037721,6.3922E-5,.00086685,.0386,.0014446,.00013036,.00075397,.81974,AMO,"Otto Matic",37,2019-09-18,2019-10-25,126,,,6,.48634,,,,,
bK19S01A,3843900,"       (2019 SA1)","2019 SA1",,,Y,N,26.3,,,,,,,,,,,,,,,,,.28739,,"JPL 1",2458744.5,58744,20190918.0000000,J2000,.3249431514787979,1.466168791802927,.9897472839946221,8.425752746533446,180.5284053506526,133.7493677198281,20.09797917032518,1.942590299611231,.5551727195085538,2458708.298690994550,20190812.7986910,648.4468478902867,1.77535071290975,.0412135,16.039057795,3.37399,4.542,.001762,.0037461,5.9177E-5,.035342,.0003828,.0070295,.088824,.0049633,.0021277,.021782,2.4852,APO,"Otto Matic",4,2019-09-17,2019-09-21,17,,,8,.60972,,,,,
bK19S01B,3843899,"       (2019 SB1)","2019 SB1",,,Y,N,20.0,,,,,,,,,,,,,,,,,.52808,,"JPL 7",2459000.5,59000,20200531.0000000,J2000,.6666486592685466,2.29300947417688,.7643777825267881,26.84495266239941,227.1667874491378,193.4994630309168,53.52895732886317,3.821641165826972,.2838541840651596,2458811.920932528599,20191124.4209325,1268.2568029977,3.4722978863729,.212689,82.77217813,1.60126,3.152,7.1379E-5,.00042497,2.2014E-5,.0018029,.00052112,.00043123,.014995,.00070827,7.891E-5,.00040872,.35257,APO,"Otto Matic",163,2019-09-19,2020-02-29,43,,,6,.466,,,,,
bK19S01C,3843902,"       (2019 SC1)","2019 SC1",,,Y,N,22.9,,,,,,,,,,,,,,,,,.38805,,"JPL 6",2458747.5,58747,20190921.0000000,J2000,.333964479486956,1.53671542103117,1.023507055326917,24.98974816723517,349.8922612410531,61.58127443505909,330.6916286202466,2.049923786735424,.5173850788419285,2458804.147113684366,20191116.6471137,695.8066916150614,1.90501489833008,.148735,57.88319995,3.59544,4.315,.0025216,.0068203,.00066786,.13305,.011787,.15952,.27417,.009098,.0034444,.1528,4.6322,AMO,"Otto Matic",7,2019-09-19,2019-09-26,44,,,8,.42337,,,,,
bK19S01D,3843905,"       (2019 SD1)","2019 SD1",,,Y,N,28.5,,,,,,,,,,,,,,,,,.30111,,"JPL 1",2458747.5,58747,20190921.0000000,J2000,.7750815346040874,2.208951995460369,.4968340929521852,4.798014772879191,177.6446324874021,279.2240052482128,346.1945069116878,3.921069897968553,.3002096560600815,2458793.486172695089,20191105.9861727,1199.161961425893,3.28312651998876,.000277495,0.10799272915,1.3487,3.176,.00056196,.0046419,.00019743,.0040611,8.2616E-5,.001572,.049611,.0082397,.00094629,.020301,3.7799,APO,"Otto Matic",1,2019-09-20,2019-09-21,36,,,8,.42911,,,,,
bK19S01E,3843903,"       (2019 SE1)","2019 SE1",,,Y,N,26.0,,,,,,,,,,,,,,,,,.3007,,"JPL 1",2458747.5,58747,20190921.0000000,J2000,.1851276004831508,1.297896746955391,1.057620236516652,24.63949360206626,356.9996831505408,359.779167574775,.690594038692271,1.538173257394129,.6665670751337486,2458746.463954169873,20190919.9639542,540.0806811944094,1.47866031812296,.0532235,20.712989495,3.90074,4.901,.0016027,.0028046,.00020675,.087598,.0012385,.18357,.12336,.0033238,.0021606,.18601,1.7506,AMO,"Otto Matic",1,2019-09-20,2019-09-21,19,,,8,.50843,,,,,
bK19S01F,3843904,"       (2019 SF1)","2019 SF1",,,Y,N,26.3,,,,,,,,,,,,,,,,,.32431,,"JPL 5",2459000.5,59000,20200531.0000000,J2000,.2600894199255148,1.272039369162592,.9411953875146759,1.675026028200056,355.0870802321758,304.564514646588,209.191095457765,1.602883350810509,.6869944755883656,2459220.019821339287,20210105.5198213,524.0216810938452,1.43469317205707,.00438822,1.7077635774,3.59654,5.045,.00040886,.00057355,9.5814E-5,.0021522,.00056312,.0047217,.14616,.00072273,.00046464,.36123,.35442,APO,"Otto Matic",16,2019-09-20,2019-10-06,37,,,7,.53823,,,,,
bK19S01G,3843906,"       (2019 SG1)","2019 SG1",,,Y,N,27.8,,,,,,,,,,,,,,,,,.37305,,"JPL 2",2458747.5,58747,20190921.0000000,J2000,.6980746433185081,2.446760944748717,.7387391709576004,2.322148914213836,183.7434930314864,244.9387630222073,348.55139426251,4.154782718539833,.2575234396308678,2458791.956558027884,20191104.4565580,1397.931001993533,3.82732649416436,.00288843,1.1240903031,1.18949,3.108,.0012262,.0090472,.00026868,.0032255,.0013302,.001803,.070643,.015363,.0014283,.027742,7.7535,APO,"Otto Matic",2,2019-09-20,2019-09-22,25,,,8,.30839,,,,,
bK19S01H,3843908,"       (2019 SH1)","2019 SH1",,,Y,N,18.2,,,,,,,,,,,,,,,,,.31687,,"JPL 24",2459000.5,59000,20200531.0000000,J2000,.5345025058003565,2.45171821658787,1.141268686305272,7.771878691211399,22.73013053520634,44.51257266963333,38.80505129075238,3.762167746870468,.2567427821184879,2458849.356310699151,20191231.8563107,1402.181580449878,3.83896394373683,.179263,69.76378171,1.65471,3.272,6.6067E-8,9.1229E-8,1.6546E-7,8.386E-6,3.6893E-5,3.9545E-5,6.9433E-6,1.3999E-7,1.433E-8,2.8725E-5,7.8263E-5,AMO,"Otto Matic",1567,2015-10-15,2020-01-29,175,,,0,.52459,,,,,
bK19S01J,3843909,"       (2019 SJ1)","2019 SJ1",,,Y,N,24.4,,,,,,,,,,,,,,,,,.286,,"JPL 5",2459000.5,59000,20200531.0000000,J2000,.3613193479393219,1.550961202600506,.9905689121977046,13.16544060406445,180.4676744415626,228.6448378895238,105.2990569747576,2.111353493003308,.5102730982862875,2458794.141762953218,20191106.6417630,705.5045645342307,1.93156622733533,.0657796,25.599446932,3.3334,4.346,4.1055E-5,.00010024,3.5688E-7,.0011207,9.5679E-5,.00030543,.0098566,.00013647,4.9472E-5,.00069093,.068399,APO,"Otto Matic",128,2019-09-20,2020-01-26,48,,,6,.2796,,,,,
bK19S01K,3843913,"       (2019 SK1)","2019 SK1",,,Y,N,25.7,,,,,,,,,,,,,,,,,.37529,,"JPL 3",2459000.5,59000,20200531.0000000,J2000,.3568638843609485,1.028067257176399,.6611871823961234,2.567203701814281,348.8243640811149,253.3743465637569,313.1310761357669,1.394947331956675,.9455223141111451,2459050.069347190175,20200719.5693472,380.7419398012033,1.04241461957893,.000763867,0.29727412039,3.6222,5.891,.00079876,.00040152,.00056299,.0061404,.0017641,.0016884,.24339,.0005448,.00055392,.28646,.22305,APO,"Otto Matic",11,2019-09-20,2019-10-01,44,,,7,.38988,,,,,
