id,spkid,full_name,pdes,name,prefix,neo,pha,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms,two_body,A1,A2,A3,DT
bK19R01B,3843779,"       (2019 RB1)","2019 RB1",,,Y,N,23.3,,,,,,,,,,,,,,,,,.4046,,"JPL 9",2459000.5,59000,20200531.0000000,J2000,.499495840246565,1.493241368153168,.7473735162765709,2.679871068436118,286.0621585852813,334.4079647964604,176.3901044868533,2.239109220029765,.5401433759510867,2458673.938364070901,20190709.4383641,666.4897063045723,1.82474936702142,.0368335,14.334493195,2.84875,4.412,.0003043,.00067684,.00011563,.0011058,.011549,.010875,.12537,.0010149,.00036724,.010067,.45315,APO,"Otto Matic",27,2019-09-04,2019-10-01,95,,,7,.47239,,,,,
bK19R01C,3843780,"       (2019 RC1)","2019 RC1",,,Y,N,28.9,,,,,,,,,,,,,,,,,.38809,,"JPL 2",2458732.5,58732,20190906.0000000,J2000,.7097340409366624,2.131224007858386,.6186217806198246,5.222468554964824,163.511899519627,266.7766521056853,344.7274717865044,3.643826235096947,.3167819473742307,2458780.711485345323,20191024.2114853,1136.428394938534,3.11137137560174,.00123458,0.4804614986,1.72359,3.339,.00064153,.0040318,.00019695,.0046096,4.0825E-5,.0011799,.049769,.0068933,.00089892,.020299,3.2248,APO,"Otto Matic",2,2019-09-05,2019-09-07,31,,,8,.42669,,,,,
bK19R01D,3843782,"       (2019 RD1)","2019 RD1",,,Y,N,26.9,,,,,,,,,,,,,,,,,.32042,,"JPL 2",2459000.5,59000,20200531.0000000,J2000,.3928031371419396,1.675418992586393,1.01730915627127,8.169969606663637,162.4151681616007,192.453003625941,117.0472716557811,2.333528828901517,.4544843388990981,2458742.961375150339,20190916.4613752,792.1065022219062,2.1686694106007,.0157318,6.122344606,3.1114,4.139,.00058213,.0016425,2.2634E-5,.0087606,.00027886,.010862,.16746,.0022877,.00066834,.011235,1.1648,AMO,"Otto Matic",1,2019-09-05,2019-09-06,44,,,7,.36604,,,,,
bK19R01E,3843783,"       (2019 RE1)","2019 RE1",,,Y,N,28.9,,,,,,,,,,,,,,,,,.17946,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.3697325146250866,1.551893400202811,.9781079509157499,4.382500883827471,341.3579505299954,327.1112168574628,151.8629201682923,2.125678849489872,.5098133979754815,2458702.620578291283,20190807.1205783,706.1407201725081,1.93330792655033,.00624498,2.4303588666,3.15371,4.365,.00059907,.0014128,6.3699E-5,.0052833,.00019304,.017057,.21022,.0019352,.00069619,.013949,.96428,APO,"Otto Matic",1,2019-09-05,2019-09-06,16,,,7,.36301,,,,,
bK19R01F,3843784,"       (2019 RF1)","2019 RF1",,,Y,N,28.8,,,,,,,,,,,,,,,,,.51104,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.3451778834577288,1.552971020800188,1.016919770769191,6.287455739344026,342.0253638193741,355.2727566971118,139.1011893965207,2.089022270831185,.5092828438689778,2458727.368495432163,20190831.8684954,706.8763543360524,1.93532198312403,.00962032,3.7439399344,3.3027,4.370,.00025121,.00060196,4.5132E-6,.0033799,.00012699,.0047788,.079881,.00080974,.00029611,.0040128,.411,APO,"Otto Matic",1,2019-09-05,2019-09-06,26,,,7,.41983,,,,,
bK19R01G,3843781,"       (2019 RG1)","2019 RG1",,,Y,N,25.2,,,,,,,,,,,,,,,,,.21766,,"JPL 1",2458731.5,58731,20190905.0000000,J2000,.6559963595115305,3.165300419089258,1.088874867406383,21.12133630087517,163.6581862365213,164.7519164493205,2.240420246786702,5.241725970772132,.1750175786030243,2458718.698884451096,20190823.1988845,2056.936239625128,5.6315845027382,.0920752,35.832905584,.420268,2.742,.010614,.10031,.00091353,.1883,.0081456,.01456,.11147,.16612,.0083198,.030893,97.78,AMO,"Otto Matic",2,2019-09-04,2019-09-06,19,,,9,.54859,,,,,
bK19R01H,3843785,"       (2019 RH1)","2019 RH1",,,Y,N,24.9,,,,,,,,,,,,,,,,,.33039,,"JPL 14",2459000.5,59000,20200531.0000000,J2000,.3296799052658281,1.573224009530145,1.054563667106321,2.123269513387951,185.9125337152417,203.4150184026143,111.1687537904573,2.091884351953969,.4994801406407126,2458777.931083350272,20191021.4310834,720.7493766182712,1.97330424809931,.0609275,23.711155175,3.35367,4.345,2.6122E-5,6.7831E-5,4.3731E-6,.00013694,6.5159E-5,.00024403,.0070361,9.0193E-5,3.2303E-5,.00030861,.046613,AMO,"Otto Matic",94,2019-09-04,2019-12-07,70,,,5,.45018,,,,,
bK19R01J,3843786,"       (2019 RJ1)","2019 RJ1",,,Y,N,26.9,,,,,,,,,,,,,,,,,.36621,,"JPL 2",2458732.5,58732,20190906.0000000,J2000,.6124979221290265,2.476952374841258,.9598241920384298,1.20034537315376,214.313705623029,168.302521428968,351.9514792390705,3.994080557644087,.2528294089390963,2458764.333799694039,20191007.8337997,1423.884988342949,3.89838463612033,.00412293,1.6045206681,1.46761,3.191,.0020524,.012925,8.1942E-5,.0026698,.069654,.073808,.067839,.020841,.0019789,.019511,11.145,APO,"Otto Matic",2,2019-09-04,2019-09-06,18,,,8,.55368,,,,,
bK19R01M,3843793,"       (2019 RM1)","2019 RM1",,,Y,N,27.8,,,,,,,,,,,,,,,,,.39401,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.1037994655585523,1.146942037154977,1.027890066671654,14.18516141166256,162.8790786395402,189.0243639597595,207.8547148052739,1.265994007638301,.8024017515546635,2459190.112354285048,20201206.6123543,448.6530585239819,1.22834512942911,.0215346,8.380620282,3.92665,5.442,.00027962,.00039991,3.93E-5,.020623,.00033978,.05825,.085863,.00044142,.00041966,.20141,.23465,AMO,"Otto Matic",1,2019-09-05,2019-09-06,20,,,7,.511,,,,,
bK19R01N,3843794,"       (2019 RN1)","2019 RN1",,,Y,,20.6,,,,,,,,,,,,,,,,,,,MPO508629,2459000.5,59000,20200531.0000000,J2000,0.2677908,1.4711281,1.0771735,30.10333,334.93455,203.24397,301.26675,1.8650827,0.55236780,2459106.8299671,20200914.3299671,651.7396561,1.78436593045859,,,,4.423,,,,,,,,,,,,AMO,Williams,,2008-??-??,2019-09-06,270,,,1,0.48,F,,,,
bK19R01O,3843795,"       (2019 RO1)","2019 RO1",,,Y,N,26.8,,,,,,,,,,,,,,,,,.29116,,"JPL 2",2458732.5,58732,20190906.0000000,J2000,.3073759208534797,.9813062057516181,.6796763071194803,21.45414043826707,162.5934614194447,64.05460978403636,82.0948128610471,1.282936104383756,1.013904979378277,2458651.531058599409,20190617.0310586,355.0628582776573,0.972109126016858,.0135158,5.259943886,3.75513,6.072,.00080108,.00059576,.00037421,.06988,.0016462,.074256,.18389,.00077889,.00092333,.10764,.32334,ATE,"Otto Matic",2,2019-09-05,2019-09-07,17,,,8,.63857,,,,,
bK19R01P,3843796,"       (2019 RP1)","2019 RP1",,,Y,N,27.9,,,,,,,,,,,,,,,,,.30634,,"JPL 3",2459000.5,59000,20200531.0000000,J2000,.7123277757847514,1.179994475892918,.3394516354418222,19.73925651480259,342.7550991411934,233.5360447429451,244.3929786441125,2.020537316344013,.7689252325007975,2459150.848845985839,20201028.3488460,468.1859624103656,1.28182330570942,.000133097,0.05179735949,3.08615,5.039,.00028379,.00068299,.00013852,.013582,.00016618,.0030146,.22544,.0011695,.00066759,.42373,.40648,APO,"Otto Matic",1,2019-09-06,2019-09-07,32,,,7,.32108,,,,,
bK19R01Q,3843797,"       (2019 RQ1)","2019 RQ1",,,Y,N,24.1,,,,,,,,,,,,,,,,,.33341,,"JPL 6",2458741.5,58741,20190915.0000000,J2000,.8004197139741744,2.611642515919805,.5212323603244814,.5549035975069381,88.16102574638813,157.8517032267579,13.65664740333259,4.702052671515129,.233525052746094,2458683.019561851117,20190718.5195619,1541.59048790118,4.22064473073561,.00863527,3.3605880259,.34841,2.842,.0027289,.030455,.0010488,.0014868,.1631,.15595,.2595,.054832,.0040848,.08831,26.966,APO,"Otto Matic",16,2019-09-05,2019-09-21,33,,,9,.59136,,,,,
bK19R01R,3843800,"       (2019 RR1)","2019 RR1",,,Y,N,24.5,,,,,,,,,,,,,,,,,.28532,,"JPL 5",2458735.5,58735,20190909.0000000,J2000,.1898388028695685,1.273657442451453,1.031867838310553,13.79842963986708,345.4979828151705,62.56044464615891,314.9145974897471,1.515447046592354,.6856857395247052,2458801.252282585758,20191113.7522826,525.0218565862841,1.43743150331632,.105102,40.90254534,3.81996,5.029,.00055245,.0010806,.00017202,.035148,.0023824,.045393,.085701,.0012858,.00087265,.041306,.66818,AMO,"Otto Matic",16,2019-09-06,2019-09-22,33,,,8,.29936,,,,,
bK19R01S,3843801,"       (2019 RS1)","2019 RS1",,,Y,N,25.5,,,,,,,,,,,,,,,,,.3363,,"JPL 1",2458732.5,58732,20190906.0000000,J2000,.0838630286612156,1.188474902368331,1.08880579756788,21.91718183259173,341.7302055121149,1.310781876912531,.4046510091831493,1.288144007168782,.7607098705977023,2458731.968061313750,20190905.4680613,473.2421832743435,1.29566648398178,.0802777,31.241672509,3.88269,5.262,.0014722,.0024368,.00048296,.12672,.004354,.099092,.083055,.0026411,.0023396,.10966,1.4555,AMO,"Otto Matic",2,2019-09-05,2019-09-07,23,,,8,.39785,,,,,
bK19R01U,3843803,"       (2019 RU1)","2019 RU1",,,Y,N,22.1,,,,,,,,,,,,,,,,,.50193,,"JPL 8",2459000.5,59000,20200531.0000000,J2000,.6116706770914172,2.775900811329755,1.077963682525069,18.9305934409587,338.0159781571638,324.0469471700852,64.77472425523653,4.47383794013444,.213107217278215,2458696.546313763874,20190801.0463138,1689.290511123394,4.62502535557397,.125067,48.67232439,1.14026,2.968,.00023019,.0016948,2.0872E-5,.0039752,.00061388,.0015357,.059711,.0027315,.00019517,.0020634,1.5471,AMO,"Otto Matic",28,2019-09-06,2019-10-04,67,,,7,.4375,,,,,
bK19R01V,3843802,"       (2019 RV1)","2019 RV1",,,Y,N,23.8,,,,,,,,,,,,,,,,,.41101,,"JPL 4",2458734.5,58734,20190908.0000000,J2000,.4789526736761289,2.122455805403197,1.105899922645914,5.768258644220842,160.3404265255181,170.4221765613062,3.73923073241117,3.13901168816048,.3187469882633377,2458722.768969213532,20190827.2689692,1129.422436150457,3.09219010581918,.0963155,37.483103135,2.24781,3.567,.0015189,.006669,.00025107,.012784,.0051031,.0066321,.016206,.0098631,.0015023,.0051096,5.3231,AMO,"Otto Matic",14,2019-09-06,2019-09-20,43,,,8,.4893,,,,,
bK19R01W,3843804,"       (2019 RW1)","2019 RW1",,,Y,N,24.8,,,,,,,,,,,,,,,,,.41206,,"JPL 7",2459000.5,59000,20200531.0000000,J2000,.2812553289264919,1.413646718523305,1.016051045719177,4.940630801137465,164.1276659512854,167.0846533868782,164.2957683274529,1.811242391327432,.586398350235435,2458720.322253487771,20190824.8222535,613.9171432789032,1.68081353396004,.0121315,4.721215855,3.54444,4.677,.00010766,.00021399,1.6241E-6,.0014689,.00052956,.0013846,.036838,.00027418,.00013315,.00080041,.1394,APO,"Otto Matic",44,2019-09-05,2019-10-19,41,,,6,.42834,,,,,
bK19R01X,3843806,"       (2019 RX1)","2019 RX1",,,Y,N,25.5,,,,,,,,,,,,,,,,,.29095,,"JPL 6",2459000.5,59000,20200531.0000000,J2000,.6261105410748974,2.350634522443775,.87887746972717,1.926581982632866,347.7762572680922,49.05092041902198,62.59274110995069,3.82239157516038,.2734805273944326,2458771.625419033308,20191015.1254190,1316.364289003959,3.60400900480208,.00074458,0.2897681986,1.62843,3.261,5.9645E-6,2.5678E-5,4.5328E-6,7.3308E-5,.00012764,.00073822,.0010993,4.1755E-5,4.4812E-6,.00028989,.021569,APO,Giorgini,4,2019-09-05,2019-09-09,66,1,1,4,.34542,,,,,
bK19R01Y,3843805,"       (2019 RY1)","2019 RY1",,,Y,N,20.9,,,,,,,,,,,,,,,,,.23634,,"JPL 7",2459000.5,59000,20200531.0000000,J2000,.4930165104882245,2.210195753420087,1.120532755573024,21.59671902575185,349.062815455146,302.8160172970732,99.89080904121094,3.299858751267151,.299956283289358,2458667.482108373274,20190702.9821084,1200.174892328293,3.2858997736572,.235871,91.79391707,2.30754,3.409,.00012574,.00056468,1.086E-5,.0034871,.0009221,.00040007,.038584,.00084308,.00011495,.0011399,.45995,AMO,"Otto Matic",45,2019-09-04,2019-10-19,62,,,6,.38858,,,,,
bK19R01Z,3843807,"       (2019 RZ1)","2019 RZ1",,,Y,N,23.6,,,,,,,,,,,,,,,,,.23215,,"JPL 3",2459000.5,59000,20200531.0000000,J2000,.2939784830690481,1.613097620781737,1.138881629182031,23.82888778777274,346.2279651746604,333.6004700357495,143.6987699688191,2.087313612381442,.4810753427359149,2458701.796746676742,20190806.2967467,748.3235327602752,2.04879817319719,.153897,59.89209549,3.31399,4.199,.0005515,.0014774,.00015375,.023922,.0046026,.011513,.20349,.0019117,.00066091,.012675,1.0281,AMO,"Otto Matic",22,2019-09-04,2019-09-26,29,,,7,.51632,,,,,
bK19R02A,3843816,"       (2019 RA2)","2019 RA2",,,Y,N,24.0,,,,,,,,,,,,,,,,,.29474,,"JPL 7",2459000.5,59000,20200531.0000000,J2000,.654944728130168,3.000766993752636,1.035430470847334,5.998461842563469,336.3687995638132,61.78078551491539,40.43583637541543,4.966103516657938,.1896075657042288,2458787.239330652598,20191030.7393307,1898.658414092867,5.19824343351914,.0944534,36.758429678,.74881,2.875,2.9471E-5,.00026158,1.824E-6,.00021971,7.5907E-5,6.4601E-5,.0052705,.0004329,2.4792E-5,8.996E-5,.24826,AMO,"Otto Matic",81,2019-09-06,2019-11-26,43,,,5,.50142,,,,,
bK19R02B,3843821,"       (2019 RB2)","2019 RB2",,,Y,N,27.7,,,,,,,,,,,,,,,,,.31246,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.4458869489770036,1.822004343580227,1.009596385798391,3.086598082067944,163.6497742372809,173.7523884316103,109.4018514628814,2.634412301362062,.4007559342318799,2458727.511275147879,20190901.0112751,898.3023562458385,2.45941781313029,.00319966,1.2452116822,2.76953,3.914,.0006603,.0021708,3.531E-7,.0031986,.00061315,.0040515,.19465,.0031388,.00071622,.0021894,1.6054,APO,"Otto Matic",2,2019-09-05,2019-09-07,18,,,7,.46344,,,,,
bK19R02C,3843822,"       (2019 RC2)","2019 RC2",,,Y,N,22.5,,,,,,,,,,,,,,,,,.36661,,"JPL 7",2459000.5,59000,20200531.0000000,J2000,.3321074943785272,1.247698803325725,.8333286800141315,14.55407339708359,.2454779837785297,248.4778932110375,252.1398759609271,1.662068926637318,.7071954145816364,2459153.018132633652,20201030.5181326,509.0530744079687,1.39371136045987,.00441187,1.7169674479,3.42873,5.064,9.2836E-5,.00012542,3.2174E-5,.0042512,.00057546,.0027023,.041219,.00016707,.00010663,.081282,.076754,APO,"Otto Matic",58,2019-09-05,2019-11-02,42,,,6,.45936,,,,,
bK19R02D,3843819,"       (2019 RD2)","2019 RD2",,,Y,N,23.6,,,,,,,,,,,,,,,,,.33137,,"JPL 1",2458732.5,58732,20190906.0000000,J2000,.4690149884620324,.9545969597139401,.5068766776678153,17.72126146643723,166.8679235948242,16.26660279936772,133.5987938444558,1.402317241760065,1.05675425119468,2458606.076289195506,20190502.5762892,340.6657693527266,0.932692044771325,.182852,71.16051284,3.56053,6.172,.0080239,.00086968,.0072237,.54395,.044187,.089109,.63551,.0012776,.0014441,.4287,.46554,ATE,"Otto Matic",3,2019-09-05,2019-09-08,15,,,8,.4401,,,,,
bK19R02E,3843820,"       (2019 RE2)","2019 RE2",,,Y,N,24.7,,,,,,,,,,,,,,,,,.51441,,"JPL 7",2459000.5,59000,20200531.0000000,J2000,.3634249641600834,1.479785365437128,.9419944220385241,8.729883367590823,342.988345803558,63.32891980985114,116.0081414002303,2.017576308835733,.5475275568296145,2458788.623647927494,20191101.1236479,657.5011531557097,1.80014004970762,.0505283,19.664098511,3.42234,4.498,7.1418E-6,1.5188E-5,9.0109E-7,.00016249,1.6599E-5,2.4535E-5,.0017256,2.0708E-5,8.4295E-6,.00011189,.010123,APO,"Otto Matic",140,2019-09-06,2020-01-24,37,,,4,.45205,,,,,
bK19R02F,3843818,"       (2019 RF2)","2019 RF2",,,Y,N,26.6,,,,,,,,,,,,,,,,,.26957,,"JPL 1",2458734.5,58734,20190908.0000000,J2000,.2128551459416373,.8952446217383612,.7046871971247765,2.063338185016337,321.3254613427234,233.4375389570561,136.8295155118652,1.085802046351946,1.163567260575842,2458616.905151684872,20190513.4051517,309.3933734624316,0.847072891067575,.00621759,2.4196995003,3.87159,6.622,.0023287,.0013,.0014106,.092783,.88982,.15536,1.6229,.0015767,.0025344,1.1527,.67391,ATE,"Otto Matic",1,2019-09-07,2019-09-08,12,,,8,.62785,,,,,
bK19R02G,3843823,"       (2019 RG2)","2019 RG2",,,Y,N,27.4,,,,,,,,,,,,,,,,,.30845,,"JPL 2",2458734.5,58734,20190908.0000000,J2000,.7122561134043159,1.800241419141103,.5180084627541908,6.401706621424374,345.8904347855276,100.1535978008037,339.5245151617285,3.082474375528014,.4080448957328121,2458784.679490179627,20191028.1794902,882.2558590114752,2.41548489804648,.00096177,0.3742920309,2.22622,3.711,.00069067,.0033814,.00027075,.0073186,.00018438,.002005,.068928,.0057898,.0011496,.027545,2.4857,APO,"Otto Matic",1,2019-09-07,2019-09-08,26,,,8,.39027,,,,,
bK19R02H,3843824,"       (2019 RH2)","2019 RH2",,,Y,N,25.3,,,,,,,,,,,,,,,,,.47335,,"JPL 6",2459000.5,59000,20200531.0000000,J2000,.06140919394647351,1.172462268798719,1.100462305939136,10.88597606187059,344.3489945886898,353.6802779522761,211.8239403416925,1.244462231658301,.7763467881902263,2459191.363235235025,20201207.8632352,463.7102973520516,1.26956960260658,.0931945,36.268503565,3.85148,5.369,.00015818,.00033574,.00012967,.015697,.00097194,.022864,.070648,.00035636,.00033347,.17294,.19918,AMO,"Otto Matic",18,2019-09-06,2019-09-24,39,,,7,.33266,,,,,
bK19R02O,3843825,"       (2019 RO2)","2019 RO2",,,Y,N,25.1,,,,,,,,,,,,,,,,,.3296,,"JPL 11",2459000.5,59000,20200531.0000000,J2000,.5699583196197636,2.424588931786163,1.042674298456644,1.565597178164257,21.8692744299105,5.242906612364055,59.04754845203518,3.806503565115683,.2610639450114854,2458774.319596384949,20191017.8195964,1378.97249650526,3.77542093499045,.0473181,18.414784977,1.65094,3.267,.00028041,.0016278,2.0169E-5,.00053783,.0011685,.0011346,.059174,.0025556,.00026291,.0011182,1.3887,AMO,"Otto Matic",32,2019-09-06,2019-10-08,40,,,7,.56716,,,,,
bK19R02P,3843826,"       (2019 RP2)","2019 RP2",,,Y,N,28.9,,,,,,,,,,,,,,,,,.30615,,"JPL 5",2459000.5,59000,20200531.0000000,J2000,.1138309723306695,1.154002896688285,1.022641624885848,1.224036662822156,159.8424117747043,211.9973559326303,189.9253536295231,1.285364168490721,.7950486884201192,2459214.417271794311,20201230.9172718,452.8024575644215,1.2397055648581,.0232491,9.047852247,3.93212,5.445,3.734E-5,5.5636E-5,6.2133E-6,.00039728,.0016934,.0056159,.01054,6.197E-5,5.7496E-5,.028727,.032746,AMO,"Otto Matic",29,2019-09-06,2019-10-05,25,,,6,.49114,,,,,
bK19R02Q,3843827,"       (2019 RQ2)","2019 RQ2",,,Y,N,25.4,,,,,,,,,,,,,,,,,.31684,,"JPL 4",2458733.5,58733,20190907.0000000,J2000,.715418050740494,2.753062899691274,.7834720064281706,.4391859514771327,335.971128103176,79.37881177016216,349.625244988375,4.722653792954378,.2157644412874394,2458781.583710873396,20191025.0837109,1668.486233653354,4.56806634812691,.0023059,0.897387103,.674812,2.906,.0020529,.018659,.00034187,.0010924,.0034999,.0044837,.11415,.032007,.0021935,.040243,16.962,APO,"Otto Matic",9,2019-09-05,2019-09-14,35,,,8,.49715,,,,,
bK19R02R,3843828,"       (2019 RR2)","2019 RR2",,,Y,N,26.6,,,,,,,,,,,,,,,,,.26955,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.1410377652409244,1.013396321369887,.8704691689005045,7.895750329383109,159.9726946964568,78.63029476509961,347.5544122518869,1.156323473839269,.9661289339409111,2459013.381911834838,20200612.8819118,372.621072977841,1.02018089795439,.0087715,3.413604655,3.83451,6.000,.00016848,6.0156E-5,.00011928,.0089801,.00062901,.01293,.056251,6.8641E-5,8.6026E-5,.05937,.033179,APO,"Otto Matic",3,2019-09-06,2019-09-09,14,,,6,.34518,,,,,
bK19R02S,3843829,"       (2019 RS2)","2019 RS2",,,Y,N,22.4,,,,,,,,,,,,,,,,,.43901,,"JPL 4",2459000.5,59000,20200531.0000000,J2000,.5124296824994538,2.342768493386812,1.142264378150884,15.92604699755426,335.5518981691483,27.12865009962417,69.83826692061197,3.54327260862274,.2748590313838959,2458746.412417107121,20190919.9124171,1309.762310473938,3.58593377268703,.161164,62.72019388,1.99919,3.329,.00056672,.0029631,.00011705,.010777,.0043836,.0062393,.13062,.0044815,.00052146,.0068341,2.4849,AMO,"Otto Matic",42,2019-09-06,2019-10-18,31,,,7,.45007,,,,,
bK19R02T,3843830,"       (2019 RT2)","2019 RT2",,,Y,N,24.3,,,,,,,,,,,,,,,,,.33902,,"JPL 1",2458734.5,58734,20190908.0000000,J2000,.1830331975369132,1.317356125761783,1.076236221768764,25.48470534969659,165.9090999098516,181.4268534863955,358.6495997140414,1.558476029754802,.6518524182142245,2458736.571635002380,20190910.0716350,552.2722474302301,1.51203900733807,.0688673,26.801087141,3.85885,4.843,.0021382,.0038781,.00035155,.1184,.0025241,.057985,.04421,.0045879,.0028784,.060861,2.4387,AMO,"Otto Matic",2,2019-09-07,2019-09-09,29,,,8,.48933,,,,,
bK19R02U,3843831,"       (2019 RU2)","2019 RU2",,,Y,N,24.3,,,,,,,,,,,,,,,,,.26669,,"JPL 9",2459000.5,59000,20200531.0000000,J2000,.4465568142667833,1.988873206676622,1.100728323522548,3.544448080566675,352.1903908296251,17.55491287946489,85.11703668861611,2.877018089830696,.3513932608403485,2458758.272711733114,20191001.7727117,1024.493182194413,2.80490946528244,.101505,39.50270085,2.59057,3.720,1.0265E-5,4.0542E-5,2.0231E-6,5.654E-5,3.3255E-5,.00010127,.0025632,5.8646E-5,1.0744E-5,.00011604,.031325,AMO,"Otto Matic",89,2019-09-06,2019-12-04,51,,,5,.44274,,,,,
bK19R02V,3843832,"       (2019 RV2)","2019 RV2",,,Y,N,23.8,,,,,,,,,,,,,,,,,.35911,,"JPL 3",2458734.5,58734,20190908.0000000,J2000,.4433458036500476,2.18288087554976,1.215109799506832,6.79650496740328,342.1777508504173,342.5034961850039,7.287471539221979,3.150651951592688,.3056039898489194,2458710.653873047192,20190815.1538730,1177.995091549597,3.22517478863682,.206273,80.27526341,2.21097,3.537,.0048562,.022138,.0017229,.056609,.008371,.064397,.084982,.031953,.004649,.085008,17.92,AMO,"Otto Matic",15,2019-09-05,2019-09-20,26,,,9,.32267,,,,,
bK19R02X,3843834,"       (2019 RX2)","2019 RX2",,,Y,N,28.5,,,,,,,,,,,,,,,,,.22979,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.2975204079467948,1.421184339829053,.9983529952755169,4.234531563896785,343.3975569243763,31.48237145603363,138.9084687975154,1.844015684382589,.5817393668820828,2458761.718723185237,20191005.2187232,618.8338291930845,1.69427468636026,.0160831,6.259060027,3.62405,4.656,.00067944,.0013795,5.1094E-6,.007928,.00097414,.0083958,.19478,.0017899,.00084699,.012919,.901,APO,"Otto Matic",3,2019-09-06,2019-09-09,18,,,7,.55041,,,,,
bK19R02Y,3843835,"       (2019 RY2)","2019 RY2",,,Y,N,24.2,,,,,,,,,,,,,,,,,.52994,,"JPL 3",2458735.5,58735,20190909.0000000,J2000,.3506304507485835,1.580536415527029,1.026352219726236,9.185356830861384,346.1476262620332,20.55675813993623,351.6193026132559,2.134720611327821,.4960178599367143,2458752.395958923361,20190925.8959589,725.7803177610006,1.98707821426694,.0332666,12.946362722,3.33185,4.311,.0023211,.0058847,.00015277,.043795,.012139,.025016,.06377,.007948,.0027702,.034312,4.0534,AMO,"Otto Matic",5,2019-09-07,2019-09-12,23,,,8,.37717,,,,,
bK19R03B,3843836,"       (2019 RB3)","2019 RB3",,,Y,N,24.2,,,,,,,,,,,,,,,,,.20372,,"JPL 2",2458734.5,58734,20190908.0000000,J2000,.2838924106352995,1.182084254045084,.846499505590195,15.47996821450588,176.0050426503163,261.405603622759,302.4909536753333,1.517669002499972,.7668870874901806,2458809.490239453475,20191121.9902395,469.4302536481416,1.28522998945419,.0275109,10.706416953,3.77964,5.283,.00062444,.00088168,.00010731,.030081,.004806,.042029,.10551,.001132,.000858,.053682,.5252,APO,"Otto Matic",11,2019-09-06,2019-09-17,27,,,8,.45702,,,,,
bK19R03C,3843839,"       (2019 RC3)","2019 RC3",,,Y,N,22.7,,,,,,,,,,,,,,,,,.33988,,"JPL 5",2459000.5,59000,20200531.0000000,J2000,.3650744100551006,1.627981279450182,1.033646974274159,11.54519883341508,7.3315442145668,296.8985202009951,148.9526966799684,2.222315584626205,.4744931685465411,2458686.580418952632,20190722.0804190,758.704284621727,2.07721912285209,.125359,48.78596203,3.10354,4.217,3.2285E-5,8.6227E-5,2.4576E-6,.00095506,.00044867,.00038191,.011727,.00011771,3.7698E-5,.00044159,.060278,AMO,"Otto Matic",48,2019-09-05,2019-10-23,31,,,5,.39071,,,,,
bK19R03D,3843837,"       (2019 RD3)","2019 RD3",,,Y,N,22.1,,,,,,,,,,,,,,,,,.30059,,"JPL 4",2459000.5,59000,20200531.0000000,J2000,.5521145697898459,2.742467492169974,1.228311232567911,17.32798599832391,354.5540214896735,31.32381577248442,49.8807029098019,4.256623751772037,.2170160434552003,2458770.652002978070,20191014.1520030,1658.86353040215,4.54172082245626,.260552,101.39902184,1.42571,3.053,1.9375E-5,.00013131,5.6823E-6,.00030512,.00013476,.00042216,.0034812,.00020381,1.5587E-5,.00047273,.11914,AMO,"Otto Matic",109,2019-09-06,2019-12-24,27,,,5,.43937,,,,,
bK19R03E,3843838,"       (2019 RE3)","2019 RE3",,,Y,N,22.5,,,,,,,,,,,,,,,,,.22777,,"JPL 5",2459000.5,59000,20200531.0000000,J2000,.3755722395240586,1.023480564356319,.6390896766916687,23.3277854243582,358.9886616722815,135.9805662871052,146.4833008584235,1.407871452020969,.9518854182558801,2458846.612464747257,20191229.1124647,378.1967798809446,1.03544635148787,.140255,54.58303835,3.65372,5.839,4.8351E-7,6.0235E-8,4.6179E-7,6.5034E-5,1.877E-5,3.034E-5,2.3047E-5,8.2858E-8,8.4032E-8,3.1508E-5,3.3387E-5,APO,"Otto Matic",384,2019-09-06,2020-09-24,28,,,1,.51674,,,,,
bK19R03K,3843841,"       (2019 RK3)","2019 RK3",,,Y,N,25.9,,,,,,,,,,,,,,,,,.34542,,"JPL 1",2458734.5,58734,20190908.0000000,J2000,.3129678306054384,1.44417666170651,.9921958248812196,13.98512276666469,167.9436564328047,133.6769006935407,23.05487769966935,1.896157498531801,.5679022512589021,2458693.903440207250,20190729.4034402,633.9119086109748,1.73555621796297,.0502821,19.568284857,3.40258,4.574,.0020786,.0043298,3.8685E-5,.06581,.005094,.0224,.12978,.0056849,.002554,.046038,2.8508,APO,"Otto Matic",3,2019-09-07,2019-09-10,16,,,8,.53945,,,,,
